UniProt1	UniProt2	symbol1	symbol2	evidence type
P17931	Q6ZW49	LGALS3	PAXIP1	exp
P43243	Q6ZW49	MATR3	PAXIP1	exp
P49756	Q6ZW49	RBM25	PAXIP1	exp
P61964	Q6ZW49	WDR5	PAXIP1	exp;ortho;pred
Q12888	Q6ZW49	TP53BP1	PAXIP1	exp;ortho;pred
P16104	Q6ZW49	H2AFX	PAXIP1	exp;pred
P36871	Q6ZW49	PGM1	PAXIP1	exp
P05026	Q6ZW49	ATP1B1	PAXIP1	exp
P00338	Q6ZW49	LDHA	PAXIP1	exp
O14974	Q6ZW49	PPP1R12A	PAXIP1	exp
P62318	Q6ZW49	SNRPD3	PAXIP1	exp
O14744	Q6ZW49	PRMT5	PAXIP1	exp
Q12834	Q6ZW49	CDC20	PAXIP1	exp
P50402	Q6ZW49	EMD	PAXIP1	exp
P31689	Q6ZW49	DNAJA1	PAXIP1	exp
P68400	Q6ZW49	CSNK2A1	PAXIP1	exp
P54132	Q6ZW49	BLM	PAXIP1	exp;pred
Q14676	Q6ZW49	MDC1	PAXIP1	exp;pred
P50548	Q6ZW49	ERF	PAXIP1	exp
O15550	Q6ZW49	KDM6A	PAXIP1	exp;ortho;pred
P19105	Q6ZW49	MYL12A	PAXIP1	exp
O60934	Q6ZW49	NBN	PAXIP1	exp;pred
Q13347	Q6ZW49	EIF3I	PAXIP1	exp
P30260	Q6ZW49	CDC27	PAXIP1	exp
Q07955	Q6ZW49	SRSF1	PAXIP1	exp
Q13362	Q6ZW49	PPP2R5C	PAXIP1	exp
P63244	Q6ZW49	RACK1	PAXIP1	exp
P39748	Q6ZW49	FEN1	PAXIP1	exp
P05455	Q6ZW49	SSB	PAXIP1	exp
Q14690	Q6ZW49	PDCD11	PAXIP1	exp
Q14566	Q6ZW49	MCM6	PAXIP1	exp
P48039	Q6ZW49	MTNR1A	PAXIP1	exp
P49959	Q6ZW49	MRE11	PAXIP1	exp
O95793	Q6ZW49	STAU1	PAXIP1	exp
P16989	Q6ZW49	YBX3	PAXIP1	exp
Q13283	Q6ZW49	G3BP1	PAXIP1	exp
P29590	Q6ZW49	PML	PAXIP1	exp
P84090	Q6ZW49	ERH	PAXIP1	exp
P08621	Q6ZW49	SNRNP70	PAXIP1	exp
P68431	Q6ZW49	HIST1H3A;HIST1H3B;HIST1H3C;HIST1H3D;HIST1H3E;HIST1H3F;HIST1H3G;HIST1H3H;HIST1H3I;HIST1H3J	PAXIP1	exp
Q3V6T2	Q6ZW49	CCDC88A	PAXIP1	exp
O43815	Q6ZW49	STRN	PAXIP1	exp
P35249	Q6ZW49	RFC4	PAXIP1	exp
P62979	Q6ZW49	RPS27A	PAXIP1	exp
O15372	Q6ZW49	EIF3H	PAXIP1	exp
Q15291	Q6ZW49	RBBP5	PAXIP1	exp;ortho;pred
Q16576	Q6ZW49	RBBP7	PAXIP1	exp
Q6P587	Q6ZW49	FAHD1	PAXIP1	exp
Q16629	Q6ZW49	SRSF7	PAXIP1	exp
Q6PKG0	Q6ZW49	LARP1	PAXIP1	exp
P27694	Q6ZW49	RPA1	PAXIP1	exp;pred
Q15366	Q6ZW49	PCBP2	PAXIP1	exp
P46736	Q6ZW49	BRCC3	PAXIP1	exp
P62937	Q6ZW49	PPIA	PAXIP1	exp
Q6UXN9	Q6ZW49	WDR82	PAXIP1	exp
O95757	Q6ZW49	HSPA4L	PAXIP1	exp
O75928	Q6ZW49	PIAS2	PAXIP1	exp
P30291	Q6ZW49	WEE1	PAXIP1	exp
O95400	Q6ZW49	CD2BP2	PAXIP1	exp
Q15758	Q6ZW49	SLC1A5	PAXIP1	exp
P12956	Q6ZW49	XRCC6	PAXIP1	exp
Q15717	Q6ZW49	ELAVL1	PAXIP1	exp
O14980	Q6ZW49	XPO1	PAXIP1	exp
P07195	Q6ZW49	LDHB	PAXIP1	exp
O75478	Q6ZW49	TADA2A	PAXIP1	exp
Q13573	Q6ZW49	SNW1	PAXIP1	exp
Q08170	Q6ZW49	SRSF4	PAXIP1	exp
Q13148	Q6ZW49	TARDBP	PAXIP1	exp
P10909	Q6ZW49	CLU	PAXIP1	exp
Q01130	Q6ZW49	SRSF2	PAXIP1	exp
P36873	Q6ZW49	PPP1CC	PAXIP1	exp
P30041	Q6ZW49	PRDX6	PAXIP1	exp
O60841	Q6ZW49	EIF5B	PAXIP1	exp
P60900	Q6ZW49	PSMA6	PAXIP1	exp
P20042	Q6ZW49	EIF2S2	PAXIP1	exp
P06753	Q6ZW49	TPM3	PAXIP1	exp
Q13243	Q6ZW49	SRSF5	PAXIP1	exp
O00746	Q6ZW49	NME4	PAXIP1	exp
O60493	Q6ZW49	SNX3	PAXIP1	exp
P67775	Q6ZW49	PPP2CA	PAXIP1	exp
Q09472	Q6ZW49	EP300	PAXIP1	exp
O75925	Q6ZW49	PIAS1	PAXIP1	exp
P00533	Q70CQ4	EGFR	USP31	exp
Q12933	Q70CQ4	TRAF2	USP31	exp
P46108	Q70EK8	CRK	USP53	exp
P30154	Q70EK8	PPP2R1B	USP53	exp
Q14258	Q70EK8	TRIM25	USP53	exp
Q14315	Q70EK8	FLNC	USP53	exp
P60900	Q70EK8	PSMA6	USP53	exp
P37275	Q70EK8	ZEB1	USP53	exp
Q12933	Q70EK8	TRAF2	USP53	exp
P61254	Q70EK8	RPL26	USP53	exp
P51610	Q70EK8	HCFC1	USP53	exp
P62993	Q70EK8	GRB2	USP53	exp
Q13772	Q70EL4	NCOA4	USP43	exp
P62258	Q70EL4	YWHAE	USP43	exp
P83876	Q70EL4	TXNL4A	USP43	exp
P10636	Q70EL4	MAPT	USP43	exp
P61289	Q70EL4	PSME3	USP43	exp
Q6T4R5	Q70EL4	NHS	USP43	exp
P25787	Q70EL4	PSMA2	USP43	exp
P31947	Q70EL4	SFN	USP43	exp
P12830	Q70EL4	CDH1	USP43	exp
P67870	Q70EL4	CSNK2B	USP43	exp
P31946	Q70EL4	YWHAB	USP43	exp
P0CG48	Q712K3	UBC	UBE2R2	exp;pred
P15311	Q712K3	EZR	UBE2R2	exp
P31947	Q712K3	SFN	UBE2R2	exp
P54725	Q712K3	RAD23A	UBE2R2	exp
P61981	Q712K3	YWHAG	UBE2R2	exp
Q00978	Q712K3	IRF9	UBE2R2	exp
P52565	Q712K3	ARHGDIA	UBE2R2	exp
P05412	Q712K3	JUN	UBE2R2	exp
P62837	Q712K3	UBE2D2	UBE2R2	exp;pred
P19784	Q712K3	CSNK2A2	UBE2R2	exp;pred
P62258	Q712K3	YWHAE	UBE2R2	exp
O95376	Q712K3	ARIH2	UBE2R2	exp;pred
P22314	Q712K3	UBA1	UBE2R2	exp
Q13177	Q712K3	PAK2	UBE2R2	exp
P62987	Q712K3	UBA52	UBE2R2	exp;pred
P68400	Q712K3	CSNK2A1	UBE2R2	exp;pred
Q712K3	Q712K3	UBE2R2	UBE2R2	exp
P62877	Q712K3	RBX1	UBE2R2	exp;ortho;pred
P35222	Q712K3	CTNNB1	UBE2R2	exp
P33992	Q71DI3	MCM5	HIST2H3A;HIST2H3C;HIST2H3D	exp
O75147	Q71DI3	OBSL1	HIST2H3A;HIST2H3C;HIST2H3D	exp
P46100	Q71DI3	ATRX	HIST2H3A;HIST2H3C;HIST2H3D	exp
P51532	Q71DI3	SMARCA4	HIST2H3A;HIST2H3C;HIST2H3D	exp;pred
P02751	Q71DI3	FN1	HIST2H3A;HIST2H3C;HIST2H3D	exp
O60341	Q71DI3	KDM1A	HIST2H3A;HIST2H3C;HIST2H3D	exp
P15260	Q71DI3	IFNGR1	HIST2H3A;HIST2H3C;HIST2H3D	exp
P51608	Q71DI3	MECP2	HIST2H3A;HIST2H3C;HIST2H3D	exp
P19320	Q71DI3	VCAM1	HIST2H3A;HIST2H3C;HIST2H3D	exp
P14618	Q71DI3	PKM	HIST2H3A;HIST2H3C;HIST2H3D	exp
P60033	Q71DI3	CD81	HIST2H3A;HIST2H3C;HIST2H3D	exp
O15111	Q71DI3	CHUK	HIST2H3A;HIST2H3C;HIST2H3D	exp
O43847	Q71DI3	NRDC	HIST2H3A;HIST2H3C;HIST2H3D	exp
P46379	Q71DI3	BAG6	HIST2H3A;HIST2H3C;HIST2H3D	exp
P49736	Q71DI3	MCM2	HIST2H3A;HIST2H3C;HIST2H3D	exp;pred
Q09028	Q71DI3	RBBP4	HIST2H3A;HIST2H3C;HIST2H3D	exp;pred
Q03164	Q71DI3	KMT2A	HIST2H3A;HIST2H3C;HIST2H3D	exp
P54198	Q71DI3	HIRA	HIST2H3A;HIST2H3C;HIST2H3D	exp
P02545	Q71DI3	LMNA	HIST2H3A;HIST2H3C;HIST2H3D	exp;pred
Q5QJE6	Q71DI3	DNTTIP2	HIST2H3A;HIST2H3C;HIST2H3D	exp
Q16512	Q71DI3	PKN1	HIST2H3A;HIST2H3C;HIST2H3D	exp
P12004	Q71DI3	PCNA	HIST2H3A;HIST2H3C;HIST2H3D	exp
O95696	Q71DI3	BRD1	HIST2H3A;HIST2H3C;HIST2H3D	exp
O43463	Q71DI3	SUV39H1	HIST2H3A;HIST2H3C;HIST2H3D	exp
P49336	Q71DI3	CDK8	HIST2H3A;HIST2H3C;HIST2H3D	exp
Q53T94	Q71DI3	TAF1B	HIST2H3A;HIST2H3C;HIST2H3D	exp
O15392	Q71DI3	BIRC5	HIST2H3A;HIST2H3C;HIST2H3D	exp
Q14686	Q71DI3	NCOA6	HIST2H3A;HIST2H3C;HIST2H3D	exp
Q13330	Q71DI3	MTA1	HIST2H3A;HIST2H3C;HIST2H3D	exp
O75582	Q71DI3	RPS6KA5	HIST2H3A;HIST2H3C;HIST2H3D	exp
P27348	Q71DI3	YWHAQ	HIST2H3A;HIST2H3C;HIST2H3D	exp
O60674	Q71DI3	JAK2	HIST2H3A;HIST2H3C;HIST2H3D	exp
O00257	Q71DI3	CBX4	HIST2H3A;HIST2H3C;HIST2H3D	exp
P42226	Q71DI3	STAT6	HIST2H3A;HIST2H3C;HIST2H3D	exp
P38398	Q71DI3	BRCA1	HIST2H3A;HIST2H3C;HIST2H3D	exp
O60885	Q71DI3	BRD4	HIST2H3A;HIST2H3C;HIST2H3D	exp
O60907	Q71DI3	TBL1X	HIST2H3A;HIST2H3C;HIST2H3D	exp
O15550	Q71DI3	KDM6A	HIST2H3A;HIST2H3C;HIST2H3D	exp
Q14999	Q71DI3	CUL7	HIST2H3A;HIST2H3C;HIST2H3D	exp
P13612	Q71DI3	ITGA4	HIST2H3A;HIST2H3C;HIST2H3D	exp
Q15047	Q71DI3	SETDB1	HIST2H3A;HIST2H3C;HIST2H3D	exp
P42224	Q71DI3	STAT1	HIST2H3A;HIST2H3C;HIST2H3D	exp
P62805	Q71DI3	HIST1H4A;HIST1H4B;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F;HIST1H4H;HIST1H4I;HIST1H4J;HIST1H4K;HIST1H4L;HIST2H4A;HIST2H4B;HIST4H4	HIST2H3A;HIST2H3C;HIST2H3D	exp;pred
Q5VTR2	Q71DI3	RNF20	HIST2H3A;HIST2H3C;HIST2H3D	exp
Q15291	Q71DI3	RBBP5	HIST2H3A;HIST2H3C;HIST2H3D	exp
O15047	Q71DI3	SETD1A	HIST2H3A;HIST2H3C;HIST2H3D	exp
P08559	Q71DI3	PDHA1	HIST2H3A;HIST2H3C;HIST2H3D	exp
P06454	Q71DI3	PTMA	HIST2H3A;HIST2H3C;HIST2H3D	exp
Q09472	Q71DI3	EP300	HIST2H3A;HIST2H3C;HIST2H3D	exp;pred
P16104	Q71DI3	H2AFX	HIST2H3A;HIST2H3C;HIST2H3D	exp;pred
P37840	Q71DI3	SNCA	HIST2H3A;HIST2H3C;HIST2H3D	exp
P11309	Q71DI3	PIM1	HIST2H3A;HIST2H3C;HIST2H3D	exp
Q71SY5	Q71SY5	MED25	MED25	exp
Q15648	Q71SY5	MED1	MED25	exp;pred
O60244	Q71SY5	MED14	MED25	exp;pred
O95402	Q71SY5	MED26	MED25	exp;pred
P04150	Q71SY5	NR3C1	MED25	exp
P46531	Q71SY5	NOTCH1	MED25	exp
O43513	Q71SY5	MED7	MED25	exp;pred
Q15650	Q71SY5	TRIP4	MED25	exp
Q13503	Q71SY5	MED21	MED25	exp;pred
P10827	Q71SY5	THRA	MED25	exp;pred
P00519	Q71SY5	ABL1	MED25	exp
P10276	Q71SY5	RARA	MED25	exp;ortho;pred
O75586	Q71SY5	MED6	MED25	exp;pred
O75448	Q71SY5	MED24	MED25	exp;pred
P49336	Q71SY5	CDK8	MED25	exp;pred
P10828	Q71SY5	THRB	MED25	exp;pred
P06239	Q71SY5	LCK	MED25	exp
O75478	Q71SY5	TADA2A	MED25	exp
P03372	Q71SY5	ESR1	MED25	exp;pred
P19793	Q71SY5	RXRA	MED25	exp;ortho;pred
Q5T200	Q71SY5	ZC3H13	MED25	exp
P51610	Q71SY5	HCFC1	MED25	exp;pred
O43156	Q71U36	TTI1	TUBA1A	exp
P13727	Q71U36	PRG2	TUBA1A	exp
O95758	Q71U36	PTBP3	TUBA1A	exp
P0CG47	Q71U36	UBB	TUBA1A	exp
P25963	Q71U36	NFKBIA	TUBA1A	exp;pred
P31689	Q71U36	DNAJA1	TUBA1A	exp;pred
P15924	Q71U36	DSP	TUBA1A	exp
Q15058	Q71U36	KIF14	TUBA1A	exp;pred
Q15149	Q71U36	PLEC	TUBA1A	exp
P23258	Q71U36	TUBG1	TUBA1A	exp;pred
Q13724	Q71U36	MOGS	TUBA1A	exp
O00148	Q71U36	DDX39A	TUBA1A	exp
Q14831	Q71U36	GRM7	TUBA1A	exp
Q14686	Q71U36	NCOA6	TUBA1A	exp
P11142	Q71U36	HSPA8	TUBA1A	exp;pred
Q13501	Q71U36	SQSTM1	TUBA1A	exp
P08754	Q71U36	GNAI3	TUBA1A	exp
P12814	Q71U36	ACTN1	TUBA1A	exp
Q504Q3	Q71U36	PAN2	TUBA1A	exp
O00273	Q71U36	DFFA	TUBA1A	exp
P62258	Q71U36	YWHAE	TUBA1A	exp;ortho;pred
Q15653	Q71U36	NFKBIB	TUBA1A	exp;pred
P11441	Q71U36	UBL4A	TUBA1A	exp
O95644	Q71U36	NFATC1	TUBA1A	exp
P45880	Q71U36	VDAC2	TUBA1A	exp
Q14974	Q71U36	KPNB1	TUBA1A	exp
P09936	Q71U36	UCHL1	TUBA1A	exp;ortho
Q07954	Q71U36	LRP1	TUBA1A	exp
P27708	Q71U36	CAD	TUBA1A	exp;pred
P18206	Q71U36	VCL	TUBA1A	exp
P03372	Q71U36	ESR1	TUBA1A	exp;pred
P04792	Q71U36	HSPB1	TUBA1A	exp
P31946	Q71U36	YWHAB	TUBA1A	exp;ortho;pred
Q07157	Q71U36	TJP1	TUBA1A	exp
O00159	Q71U36	MYO1C	TUBA1A	exp;pred
O75665	Q71U36	OFD1	TUBA1A	exp;pred
P07900	Q71U36	HSP90AA1	TUBA1A	exp;pred
P05556	Q71U36	ITGB1	TUBA1A	exp
Q13509	Q71U36	TUBB3	TUBA1A	exp;pred
P42677	Q71U36	RPS27	TUBA1A	exp;pred
P62136	Q71U36	PPP1CA	TUBA1A	exp
P07195	Q71U36	LDHB	TUBA1A	exp
P27348	Q71U36	YWHAQ	TUBA1A	exp;pred
P0CG48	Q71U36	UBC	TUBA1A	exp
P01106	Q71U36	MYC	TUBA1A	exp;pred
O14654	Q71U36	IRS4	TUBA1A	exp;pred
P08238	Q71U36	HSP90AB1	TUBA1A	exp;pred
P10809	Q71U36	HSPD1	TUBA1A	exp
P29353	Q71U36	SHC1	TUBA1A	exp
P38936	Q71U36	CDKN1A	TUBA1A	exp
Q13233	Q71U36	MAP3K1	TUBA1A	exp;pred
Q08211	Q71U36	DHX9	TUBA1A	exp;pred
Q12834	Q71U36	CDC20	TUBA1A	exp
P12755	Q71U36	SKI	TUBA1A	exp
Q15831	Q71U36	STK11	TUBA1A	exp
P54252	Q71U36	ATXN3	TUBA1A	exp
Q00839	Q71U36	HNRNPU	TUBA1A	exp;pred
P06753	Q71U36	TPM3	TUBA1A	exp
P07910	Q71U36	HNRNPC	TUBA1A	exp
P37840	Q71U36	SNCA	TUBA1A	exp
Q6P1J9	Q71U36	CDC73	TUBA1A	exp
Q14315	Q71U36	FLNC	TUBA1A	exp
Q3ZCQ8	Q71U36	TIMM50	TUBA1A	exp;pred
Q13616	Q71U36	CUL1	TUBA1A	exp
Q12923	Q71U36	PTPN13	TUBA1A	exp
P23276	Q71U36	KEL	TUBA1A	exp
P48643	Q71U36	CCT5	TUBA1A	exp;pred
P06748	Q71U36	NPM1	TUBA1A	exp;pred
P15498	Q71U36	VAV1	TUBA1A	exp
Q14160	Q71U36	SCRIB	TUBA1A	exp
P13639	Q71U36	EEF2	TUBA1A	exp
P43243	Q71U36	MATR3	TUBA1A	exp;pred
P49368	Q71U36	CCT3	TUBA1A	exp;pred
P35222	Q71U36	CTNNB1	TUBA1A	exp
Q00653	Q71U36	NFKB2	TUBA1A	exp;pred
P50991	Q71U36	CCT4	TUBA1A	exp;ortho;pred
Q13748	Q71U36	TUBA3C;TUBA3D	TUBA1A	exp;pred
Q6UXN9	Q71U36	WDR82	TUBA1A	exp
P48431	Q71U36	SOX2	TUBA1A	exp
P49736	Q71U36	MCM2	TUBA1A	exp
O14512	Q71U36	SOCS7	TUBA1A	exp
P14866	Q71U36	HNRNPL	TUBA1A	exp
P42858	Q71U36	HTT	TUBA1A	exp
O60884	Q71U36	DNAJA2	TUBA1A	exp
P15291	Q71U36	B4GALT1	TUBA1A	exp
Q14008	Q71U36	CKAP5	TUBA1A	exp
O14544	Q71U36	SOCS6	TUBA1A	exp
P07948	Q71U36	LYN	TUBA1A	exp;pred
P40337	Q71U36	VHL	TUBA1A	exp
O15379	Q71U36	HDAC3	TUBA1A	exp
P35611	Q71U36	ADD1	TUBA1A	exp
P20073	Q71U36	ANXA7	TUBA1A	exp
P17066	Q71U36	HSPA6	TUBA1A	exp;pred
P49841	Q71U36	GSK3B	TUBA1A	exp
O14936	Q71U36	CASK	TUBA1A	exp
Q13885	Q71U36	TUBB2A	TUBA1A	exp;pred
P07437	Q71U36	TUBB	TUBA1A	exp;pred
P05109	Q71U36	S100A8	TUBA1A	exp
P35221	Q71U36	CTNNA1	TUBA1A	exp
P35637	Q71U36	FUS	TUBA1A	exp
P32121	Q71U36	ARRB2	TUBA1A	exp;pred
Q06830	Q71U36	PRDX1	TUBA1A	exp
P50990	Q71U36	CCT8	TUBA1A	exp;pred
Q13049	Q71U36	TRIM32	TUBA1A	exp
Q08380	Q71U36	LGALS3BP	TUBA1A	exp;pred
P09543	Q71U36	CNP	TUBA1A	exp
Q06609	Q71U36	RAD51	TUBA1A	exp
Q3SY69	Q71U36	ALDH1L2	TUBA1A	exp
P22681	Q71U36	CBL	TUBA1A	exp
Q16512	Q71U36	PKN1	TUBA1A	exp
Q15051	Q71U36	IQCB1	TUBA1A	exp;ortho
O43491	Q71U36	EPB41L2	TUBA1A	exp
P78371	Q71U36	CCT2	TUBA1A	exp
P53350	Q71U36	PLK1	TUBA1A	exp
P33176	Q71U36	KIF5B	TUBA1A	exp;pred
P61981	Q71U36	YWHAG	TUBA1A	exp
O95793	Q71U36	STAU1	TUBA1A	exp
Q6R327	Q71U36	RICTOR	TUBA1A	exp
Q5SW79	Q71U36	CEP170	TUBA1A	exp
P17987	Q71U36	TCP1	TUBA1A	exp;pred
O94905	Q71U36	ERLIN2	TUBA1A	exp
P25685	Q71U36	DNAJB1	TUBA1A	exp
P68366	Q71U36	TUBA4A	TUBA1A	exp;pred
P63104	Q71U36	YWHAZ	TUBA1A	exp;ortho;pred
Q12959	Q71U36	DLG1	TUBA1A	exp
P61077	Q71U36	UBE2D3	TUBA1A	exp
P46781	Q71U36	RPS9	TUBA1A	exp
Q13131	Q71U36	PRKAA1	TUBA1A	exp
P14923	Q71U36	JUP	TUBA1A	exp
P16333	Q71U36	NCK1	TUBA1A	exp
P48729	Q71U36	CSNK1A1	TUBA1A	exp
O15078	Q71U36	CEP290	TUBA1A	exp;pred
Q08752	Q71U36	PPID	TUBA1A	exp
P10636	Q71U36	MAPT	TUBA1A	exp
P19838	Q71U36	NFKB1	TUBA1A	exp;pred
P07550	Q71U36	ADRB2	TUBA1A	exp
O60260	Q71U36	PRKN	TUBA1A	exp
P09651	Q71U36	HNRNPA1	TUBA1A	exp
P14314	Q71U36	PRKCSH	TUBA1A	exp
Q15257	Q71U36	PTPA	TUBA1A	exp
P25024	Q71U36	CXCR1	TUBA1A	exp
P63096	Q71U36	GNAI1	TUBA1A	exp
P43034	Q71U36	PAFAH1B1	TUBA1A	exp;pred
P16871	Q71U36	IL7R	TUBA1A	exp
O75122	Q71U36	CLASP2	TUBA1A	exp
Q15291	Q71U36	RBBP5	TUBA1A	exp
P51991	Q71U36	HNRNPA3	TUBA1A	exp
Q16659	Q71U36	MAPK6	TUBA1A	exp
P38646	Q71U36	HSPA9	TUBA1A	exp;pred
Q13469	Q71U36	NFATC2	TUBA1A	exp
P06702	Q71U36	S100A9	TUBA1A	exp
O00139	Q71U36	KIF2A	TUBA1A	exp;pred
P06576	Q71U36	ATP5B	TUBA1A	exp
P46777	Q71U36	RPL5	TUBA1A	exp
P47756	Q71U36	CAPZB	TUBA1A	exp
P49023	Q71U36	PXN	TUBA1A	exp
P10144	Q71U36	GZMB	TUBA1A	exp
P46108	Q71U36	CRK	TUBA1A	exp
P40227	Q71U36	CCT6A	TUBA1A	exp;pred
P62140	Q71U36	PPP1CB	TUBA1A	exp
P60709	Q71U36	ACTB	TUBA1A	exp
P61244	Q71U36	MAX	TUBA1A	exp
Q15717	Q71U36	ELAVL1	TUBA1A	exp
P31153	Q71U36	MAT2A	TUBA1A	exp
P22626	Q71U36	HNRNPA2B1	TUBA1A	exp
P49327	Q71U36	FASN	TUBA1A	exp;pred
Q13618	Q71U36	CUL3	TUBA1A	exp
Q5S007	Q71U36	LRRK2	TUBA1A	exp
P04183	Q71U36	TK1	TUBA1A	exp
P36405	Q71U36	ARL3	TUBA1A	exp;pred
P21333	Q71U36	FLNA	TUBA1A	exp;pred
O75190	Q71U36	DNAJB6	TUBA1A	exp;pred
P31948	Q71U36	STIP1	TUBA1A	exp
O75381	Q71U36	PEX14	TUBA1A	exp
P50402	Q71U36	EMD	TUBA1A	exp
Q6S8J3	Q71U36	POTEE	TUBA1A	exp
P43405	Q71U36	SYK	TUBA1A	exp
Q16637	Q71U36	SMN1;SMN2	TUBA1A	exp
P05412	Q71U36	JUN	TUBA1A	exp
P68371	Q71U36	TUBB4B	TUBA1A	exp;pred
Q07955	Q71U36	SRSF1	TUBA1A	exp
P22392	Q71U36	NME2	TUBA1A	exp
Q14118	Q71U36	DAG1	TUBA1A	exp
P04629	Q71U36	NTRK1	TUBA1A	exp
P04406	Q71U36	GAPDH	TUBA1A	exp;pred
P20591	Q71U36	MX1	TUBA1A	exp
O95816	Q71U36	BAG2	TUBA1A	exp;pred
P01374	Q71U36	LTA	TUBA1A	exp;pred
O00165	Q71U36	HAX1	TUBA1A	exp;pred
P55072	Q71U36	VCP	TUBA1A	exp
P00533	Q71U36	EGFR	TUBA1A	exp;pred
P60033	Q71U36	CD81	TUBA1A	exp
P62837	Q76N89	UBE2D2	HECW1	exp;pred
P61077	Q76N89	UBE2D3	HECW1	exp
P0CG48	Q76N89	UBC	HECW1	exp
O14640	Q76N89	DVL1	HECW1	exp;pred
P51571	Q76N89	SSR4	HECW1	exp
Q68DV7	Q76N89	RNF43	HECW1	exp
Q16659	Q76N89	MAPK6	HECW1	exp
P68036	Q76N89	UBE2L3	HECW1	exp;pred
Q07912	Q76N89	TNK2	HECW1	exp
P51668	Q76N89	UBE2D1	HECW1	exp;pred
Q76N89	Q76N89	HECW1	HECW1	exp
O95470	Q7KYR7	SGPL1	BTN2A1	exp
P16435	Q7KYR7	POR	BTN2A1	exp
Q14689	Q7KYR7	DIP2A	BTN2A1	exp
Q6NUQ4	Q7KYR7	TMEM214	BTN2A1	exp
Q13635	Q7KYR7	PTCH1	BTN2A1	exp
P16104	Q7KZ85	H2AFX	SUPT6H	exp
P23258	Q7KZ85	TUBG1	SUPT6H	exp
P38398	Q7KZ85	BRCA1	SUPT6H	exp
Q14676	Q7KZ85	MDC1	SUPT6H	exp
P03372	Q7KZ85	ESR1	SUPT6H	exp
Q5VTR2	Q7KZ85	RNF20	SUPT6H	exp
P01100	Q7KZ85	FOS	SUPT6H	exp
P55072	Q7KZ85	VCP	SUPT6H	exp
O75530	Q7KZ85	EED	SUPT6H	exp;ortho
P35226	Q7KZ85	BMI1	SUPT6H	exp
P63104	Q7KZ85	YWHAZ	SUPT6H	exp
Q13469	Q7KZ85	NFATC2	SUPT6H	exp
P05412	Q7KZ85	JUN	SUPT6H	exp
P57775	Q7KZ85	FBXW4	SUPT6H	exp
P68431	Q7KZ85	HIST1H3A;HIST1H3B;HIST1H3C;HIST1H3D;HIST1H3E;HIST1H3F;HIST1H3G;HIST1H3H;HIST1H3I;HIST1H3J	SUPT6H	exp
Q13480	Q7KZ85	GAB1	SUPT6H	exp
P50402	Q7KZ85	EMD	SUPT6H	exp
Q15796	Q7KZ85	SMAD2	SUPT6H	exp
O75150	Q7KZ85	RNF40	SUPT6H	exp
P68400	Q7KZ85	CSNK2A1	SUPT6H	exp;ortho
P19388	Q7KZ85	POLR2E	SUPT6H	exp
P29692	Q7KZ85	EEF1D	SUPT6H	exp
Q14999	Q7KZ85	CUL7	SUPT6H	exp
O75190	Q7KZ85	DNAJB6	SUPT6H	exp
O75147	Q7KZ85	OBSL1	SUPT6H	exp
O75496	Q7KZ85	GMNN	SUPT6H	exp
P38936	Q7KZ85	CDKN1A	SUPT6H	exp
P25791	Q7KZ85	LMO2	SUPT6H	exp
Q14258	Q7KZ85	TRIM25	SUPT6H	exp
P23193	Q7KZ85	TCEA1	SUPT6H	exp
P04626	Q7KZ85	ERBB2	SUPT6H	exp;pred
P19338	Q7KZ85	NCL	SUPT6H	exp
Q14690	Q7KZ85	PDCD11	SUPT6H	exp;pred
P62136	Q7KZ85	PPP1CA	SUPT6H	exp
P24928	Q7KZ85	POLR2A	SUPT6H	exp;ortho;pred
Q13283	Q7KZF4	G3BP1	SND1	exp
Q6P2Q9	Q7KZF4	PRPF8	SND1	exp
Q15459	Q7KZF4	SF3A1	SND1	exp
Q08211	Q7KZF4	DHX9	SND1	exp;pred
B5ME19	Q7KZF4	EIF3CL	SND1	exp
P30101	Q7KZF4	PDIA3	SND1	exp
Q12905	Q7KZF4	ILF2	SND1	exp
Q00839	Q7KZF4	HNRNPU	SND1	exp
P62753	Q7KZF4	RPS6	SND1	exp
Q00987	Q7KZF4	MDM2	SND1	exp
P38398	Q7KZF4	BRCA1	SND1	exp
Q13573	Q7KZF4	SNW1	SND1	exp;pred
P52815	Q7KZF4	MRPL12	SND1	exp
P02751	Q7KZF4	FN1	SND1	exp
P19320	Q7KZF4	VCAM1	SND1	exp
P15880	Q7KZF4	RPS2	SND1	exp
P42677	Q7KZF4	RPS27	SND1	exp
P42226	Q7KZF4	STAT6	SND1	exp;pred
P56945	Q7KZF4	BCAR1	SND1	exp
Q13618	Q7KZF4	CUL3	SND1	exp
P26368	Q7KZF4	U2AF2	SND1	exp
P13797	Q7KZF4	PLS3	SND1	exp
P13612	Q7KZF4	ITGA4	SND1	exp
P09622	Q7KZF4	DLD	SND1	exp
P42766	Q7KZF4	RPL35	SND1	exp
P35408	Q7KZF4	PTGER4	SND1	exp
Q13148	Q7KZF4	TARDBP	SND1	exp
P46937	Q7KZF4	YAP1	SND1	exp
P12830	Q7KZF4	CDH1	SND1	exp
P30084	Q7KZF4	ECHS1	SND1	exp
P24941	Q7KZF4	CDK2	SND1	exp
Q14258	Q7KZF4	TRIM25	SND1	exp
